index,num,name,blog or review,blog name,like_count_list,command_count_list,img_count,neighber_count,blog review 
333,14,배곧 정동진,블로그 리뷰,오이도 맛집 정동진 그닥 특별한 게 없네요,19,13,6,1643,['지난']
334,15,배곧 정동진,블로그 리뷰,오이도 정동진-뷰가 좋은 오이도 조개구이 맛집!,12,19,37,87,"['이를', '.', '개구']"
335,16,배곧 정동진,블로그 리뷰,오이도 조개구이 먹으러 가족이랑 같이 갔다 왔어요! - 오이도 정동진,12,10,21,1224,"['하이', '.', '잇님들', '주말', '구', '세', '아마', '할', '어디', '.', '날', '밖', '계신', '아닌지', '저', '일어나서', '랑', '좀', '코로나', '제대로', '주말', '법', '쓰고', '없어서', '변명', '읽으시면', '.', '청소', '열심히', '빨래', '손', '할', '있어서', '빨래', '고', '두', '세탁기', '중', '이러니까', '무슨', '아니면', '같네요', '포스팅', '시작', '컴퓨터', '고', '로', '틀어놨는데']"
336,17,배곧 정동진,블로그 리뷰,[오이도맛집] 정동진 조개구이 ,9,2,19,1409,[]
337,18,배곧 정동진,블로그 리뷰,오이도 조개구이 맛집 〔정동진〕 기안84도 다녀간 맛집!,19,3,34,6510,"['나', '산다', '안', '다녀왔던', '조개']"
338,19,배곧 정동진,블로그 리뷰,오션뷰 오이도 조개구이 맛집 - 정동진,1,2,37,40,[]
339,20,배곧 정동진,블로그 리뷰,오이도조개구이맛집 정동진에서 조개구이  ,15,2,25,2187,"['송도', '갑자기', '시작', '돼서', '일주일', '업뎃', '요', '송도로', '우리']"
340,21,배곧 정동진,블로그 리뷰,[오이도 맛집] 해물파전&해물라면 정동진,12,2,14,581,['해물']
341,22,배곧 정동진,블로그 리뷰,20201225_시흥 오이도 정동진,7,1,20,282,"['12월', '크리스마스', '간의', '이지만']"
342,23,배곧 정동진,블로그 리뷰,"근교 당일치기, 근교 드라이브 : 오이도 정동진 조개구이 & 해물파전",9,0,7,4018,[]
343,24,배곧 정동진,블로그 리뷰,오이도칼국수맛집 오이도맛집베스트 <오이도정동진>,53,12,27,2208,[]
344,25,배곧 정동진,블로그 리뷰,"경기 시흥 맛집, 오이도 해물 칼국수 가게인 오이도 정동진에서 해물칼국수랑 해물 파전 든든하게 점심을 먹었어요",2,1,39,947,[]
345,26,배곧 정동진,블로그 리뷰,빨간등대 오이도 오이도맛집 해물파전맛집 해물라면 : 정동진 ,62,15,9,829,['해물']
346,27,배곧 정동진,블로그 리뷰,[오이도 조개구이/오이도 맛집] 정동진,25,7,36,7158,"['10', '일자', '2019년', '23일']"
347,28,배곧 정동진,블로그 리뷰,대부도 정동진 해물칼국수 기안84 나혼자산다 촬영지,8,0,16,925,"['촬영', '넣어', '먹으면', '배추김치', '짜고', '2', '조개']"
348,29,배곧 정동진,블로그 리뷰,오이도 조개구이<오이도정동진>::기안84님도 들린 이 곳!,20,7,27,1409,[]
349,30,배곧 정동진,블로그 리뷰,오이도 뷰좋은 치즈조개구이 맛집 <정동진>,21,14,19,416,[]
351,32,배곧 정동진,블로그 리뷰,"시흥 오이도,조개구이 해물라면맛집/정동진",67,36,33,7308,[]
352,35,배곧 정동진,블로그 리뷰,[경기도 시흥 오이도] 조개구이 & 소주! 정동진,22,9,54,2240,[]
353,36,배곧 정동진,블로그 리뷰,"[오이도맛집]오이도 ""정동진""에서 조개 무한리필로 먹기(동동주도 무한리필)",42,20,38,678,"['회사', '파트']"
354,37,배곧 정동진,블로그 리뷰,오이도 조개구이 찐맛집 : 정동진,12,1,39,545,"['갑자기', '이를']"
355,38,배곧 정동진,블로그 리뷰,오이도 조개구이맛집 / 오이도 정동진 / 정동진 ,55,72,18,1489,[]
356,39,배곧 정동진,블로그 리뷰,[2021.08.26-09.17] 일기,12,6,50,175,"['열심히', '포기', '10', '때', '한', '롱', '1', '완', '웃겨', '붙여놓는데', '유치원', '된', '엄마', '끓이는', '보고', '먹고', '했더니', '반죽', '해', '엄마', '사랑']"
357,40,배곧 정동진,블로그 리뷰,"오이도 정동진 조개구이,해물칼국수 스페셜 세트 후기",5,5,37,140,[]
358,41,배곧 정동진,블로그 리뷰,"[오이도여행]아침식사 가능, 기안84가 다녀간 “정동진”(해물라면, 바지락칼국수)",9,5,11,256,"['기안', '해물', '바지락']"
360,43,배곧 정동진,블로그 리뷰,오이도 조개구이 <정동진> 치즈 아낌없이 올려주는 가리비구이 맛집,87,59,40,5362,['저희']
361,44,배곧 정동진,블로그 리뷰,오이도 조개구이 정동진 조개찜 새우구이 내돈내산 솔직후기 ,23,38,34,1015,"['일요일', '전', '외출', '것', '급하게']"
362,45,배곧 정동진,블로그 리뷰,오이도 맛집 정동진 조개구이 대하 셋트 먹어봤어요!,1,1,7,1138,['여러분']
364,47,배곧 정동진,블로그 리뷰,"오이도 조개구이 맛집, 정동진에 다녀온 솔직 후기",7,3,45,294,[]
365,48,배곧 정동진,블로그 리뷰,[기안84 오이도 해물라면] 정동진에서 해물라면 오우💚,0,0,2,529,"['1', '만이', '홍합', '키조개', '해물', '짱', '얼큰하니', '최고', '오가', '.', '오이도']"
366,49,배곧 정동진,블로그 리뷰,"오이도 해물칼국수, 해물파전 맛집 추천 ""정동진""",60,30,39,1812,[]
367,50,배곧 정동진,블로그 리뷰,[오이도 칼국수맛집] 신선한 해물칼국수와 해물파전 <정동진>,7,0,24,1618,['미세먼지']
368,51,배곧 정동진,블로그 리뷰,[오늘의 먹는일상] 오이도 정동진!!,26,13,15,483,[]
369,52,배곧 정동진,블로그 리뷰,"오이도 조개구이 맛집 ""정동진"" 최고의 뷰와 맛!!",36,16,35,1134,[]
370,53,배곧 정동진,블로그 리뷰,오이도 정동진 | 조개구이 (재방문 의사없음),31,7,7,647,"['자극', '.']"
371,54,배곧 정동진,블로그 리뷰,"[오이도맛집] 정동진 : 기안84 해물라면 맛집, 싱싱한 조개구이",1,0,7,318,['지난번']
372,55,배곧 정동진,블로그 리뷰,오이도칼국수맛집 :: 오이도정동진 오이도맛집 조개듬뿍~낙지크기좀보소~,3,1,12,2500,[]
373,56,배곧 정동진,블로그 리뷰,치즈듬뿍 가리비가 맛있는 오이도 조개구이맛집 정동진,196,27,28,341,[]
374,57,배곧 정동진,블로그 리뷰,오이도정동진 나혼산 기안84 다녀간 해물칼국수집 후기,9,2,26,188,"['갑자기', '눈', '집밥', '싫고', '뜨', '뜨끈하고', '잔뜩', '해물', '먹고', '그래서', '랑']"
375,58,배곧 정동진,블로그 리뷰,[서울근교/오이도] 한식_ “오이도 정동진” 기안84가 다녀간 조개구이집에서 해물라면과 바지락칼국수로 점심메뉴를 픽!,7,6,20,127,[]
376,59,배곧 정동진,블로그 리뷰,오이도 정동진회집과 RED32카페,0,0,11,3,"['9월', '날', '백신', '2', '휴가', '고', '기', '84', '해물', '먹으러', '봄', '주차', '알아서', '해', '2', '안', '된', '평일', '안', '시간', '한', '해물', '1', '1', '문', '저', '뭔가', '만드는', '것', '라면', '가리', '큰', '그거', '먼저', '짐음', '있는데', '적이다는']"
377,60,배곧 정동진,블로그 리뷰,[오이도맛집] '나혼자산다 기안84' 해물라면 맛집 :: 오이도 정동진,45,56,24,1233,[]
378,61,배곧 정동진,블로그 리뷰,[오이도맛집] 오이도정동진 조개구이 맛집 _  기안해물라면맛집 _ 뷰맛집 분위기맛집 치즈조개구이 모듬조개,29,5,50,1330,[]
379,62,배곧 정동진,블로그 리뷰,오이도 조개구이 맛집 정동진_5시간동안 조개찜+활어회+해물파전+기안84해물라면,13,4,24,2978,[]
380,63,배곧 정동진,블로그 리뷰,"오이도 정동진 해물칼국수, 기안84 해물라면 냠냠",30,5,16,3356,[]
381,64,배곧 정동진,블로그 리뷰,빨강등대 ☆ 오이도 조개구이 무한리필 ☆ 정동진 조개구이집!!,1,0,33,83,['오랜']
382,65,배곧 정동진,블로그 리뷰,"오이도 조개구이, 해물라면, 칼국수 맛집 정동진",18,4,26,957,['당일치기']
383,66,배곧 정동진,블로그 리뷰,오이도 칼국수 진짜 맛집 오이도정동진 / 오이도 드라이브,1,0,14,2823,"['쉬는', '엄마', '동생']"
384,67,배곧 정동진,블로그 리뷰,기안84 다녀간 오이도 정동진에서 해물라면과 치즈조개구이 ,8,4,29,625,['안산']
385,68,배곧 정동진,블로그 리뷰,211001(금) 오이도 먹부림-정동진횟집 조개구이,1,1,3,26,[]
386,69,배곧 정동진,블로그 리뷰,[오이도 맛집 정동진]오이도에서 먹는 해물칼국수,56,34,13,1220,[]
387,70,배곧 정동진,블로그 리뷰,시흥 오이도 맛집 정동진 기안84 해물라면,22,18,18,1453,['주말']
388,71,배곧 정동진,블로그 리뷰,오이도 조개구이 는 오이도정동진에서 오이도데이트❣,5,1,52,364,[]
389,72,배곧 정동진,블로그 리뷰,기안84 오이도 해물라면 ‘정동진’,7,1,16,1245,['주소']
390,73,배곧 정동진,블로그 리뷰,"시흥 정왕동 오이도 해물 칼국수 맛집 : 정동진 (해물칼국수, 해물파전)",12,2,56,1037,[]
391,74,배곧 정동진,블로그 리뷰,[정동진] 경기도 시흥 오이도에 있는 파전 존맛집!!!!,2,1,10,43,[]
392,75,배곧 정동진,블로그 리뷰,"오이도 해물칼국수 맛집, 기안84도 다녀간 정동진",9,6,36,231,"['지난주', '륵', '비']"
393,76,배곧 정동진,블로그 리뷰,"오이도 라이딩 정동진 해물 칼국수, 해물 라면 먹어보다.",10,1,14,1030,[]
394,77,배곧 정동진,블로그 리뷰,오이도칼국수맛집[정동진] 해물칼국수와 해물파전뿌셔 오이도데이트,6,1,53,364,[]
395,78,배곧 정동진,블로그 리뷰,[오이도맛집/해물칼국수] 기안84가 다녀간 오이도 정동진 솔직후기,6,0,11,444,"['거의', '달', '쯤', '바지락', '칼국수', '싶어서', '바지락', '집']"
396,79,배곧 정동진,블로그 리뷰,"오이도 시흥 치즈 조개구이 맛집, 바닷가앞 정동진에서",69,6,48,400,"['발렛', '네이버', '하니까', '주고', '남기면', '쿠폰', '주셔', '하겠어', '하겠어', '홍', '출동']"
397,80,배곧 정동진,블로그 리뷰,[오이도맛집]대부도 바로옆 오이도에서 보낸 하루 :정동진조개구이,7,2,25,125,['2021103']
398,81,배곧 정동진,블로그 리뷰,[내돈내산] 오이도 기안84 나혼자산다 해물라면 맛있는 집 (정동진),1,0,8,28,[]
399,82,배곧 정동진,블로그 리뷰,21.10.11. 오이도 당일치기,0,0,16,6,['친구']
400,83,배곧 정동진,블로그 리뷰,기안84도 찾은 곳. 오이도 정동진 조개구이 🦪 ,2,2,19,83,"['인천', '인천']"
401,84,배곧 정동진,블로그 리뷰,오이도칼국수 맛집 정동진 해물칼국수 후기,4,8,30,1600,[]
402,85,배곧 정동진,블로그 리뷰,나혼자산다 기안84 해물라면 오이도 맛집 “정동진” (인생라면🍜),4,1,15,465,['무조건']
403,86,배곧 정동진,블로그 리뷰,"가족휴가로 오이도 나들이 2탄, 저녁노을과 야경보고 맛있는 조개구이까지",9,7,33,650,"['순돌이', '.', '휴가', '이번']"
404,1,배곧 Tailor.Button,블로그 리뷰,배곧 카페 테일러버튼 갤러리카페 & 에스프레소바 굿!,61,15,27,7465,"['셋', '간단하게']"
405,2,배곧 Tailor.Button,블로그 리뷰,시흥 배곧 카페 테일러버튼 갤러리 카페 후기,18,1,40,3994,"['내', '내', '평일']"
406,3,배곧 Tailor.Button,블로그 리뷰,시흥 배곧 스탠딩 에스프레소 바 & 카페 #테일러버튼 (tailor button),16,3,62,846,"['언젠가', '뜬']"
407,4,배곧 Tailor.Button,블로그 리뷰,배곧 까페  테일러버튼 (Tailor. Button) / 갤러리 카페,11,2,13,14123,[]
408,5,배곧 Tailor.Button,블로그 리뷰,시흥 배곧카페 :: 테일러버튼 Tailor.Button,11,4,20,97,[]
409,6,배곧 Tailor.Button,블로그 리뷰,에스프레소바 갤러리 카페 배곧 테일러버튼,27,5,27,2959,"['경기', '서울', '평일']"
410,7,배곧 Tailor.Button,블로그 리뷰,시흥 배곧카페 테일러버튼 커피가 맛있는 갤러리카페,23,27,22,1006,"['부산', '찐']"
411,8,배곧 Tailor.Button,블로그 리뷰,[경기/시흥] 배곧 갤러리 카페 테일러버튼 (Tailor. Button),15,4,14,217,[]
412,9,배곧 Tailor.Button,블로그 리뷰,::: 시흥 배곧 _ Tailor.Button Cafe _ 테일러버튼 에스프레소 바 카페 _ 갤러리 카페 :::,9,5,56,542,[]
413,10,배곧 Tailor.Button,블로그 리뷰,배곧 신상 카페 테일러버튼 후기,110,3,10,723,[]
414,11,배곧 Tailor.Button,블로그 리뷰,시흥 배곧 신도시 신상 카페 추천 에스프레소바 갤러리 카페 테일러버튼 후기,3,4,47,88,"['지인', '오랜']"
415,12,배곧 Tailor.Button,블로그 리뷰,"시흥 배곧 테일러버튼,  에스프레소바 갤러리 카페",15,7,34,980,"['몇', '전', '온']"
416,13,배곧 Tailor.Button,블로그 리뷰,카페로투스가 맛있는 배곧카페 테일러버튼 Tailor.Button,16,9,28,1329,['안녕하세']
417,14,배곧 Tailor.Button,블로그 리뷰,배곧 카페 추천 ; 갤러리 카페 같은 '테일러 버튼',40,68,28,747,[]
418,15,배곧 Tailor.Button,블로그 리뷰,"배곧 카페, 테일러버튼  Tailor Button 갤러리까지 멋져",23,5,26,6852,[]
419,16,배곧 Tailor.Button,블로그 리뷰,"시흥 배곧 스탠딩에스프레소 바, 분위기 좋은카페 | 테일러버튼 Tailor.Button",31,8,32,1548,[]
420,17,배곧 Tailor.Button,블로그 리뷰, 배곧 신도시 카페  : 테일러버튼(talior button),59,12,26,7735,[]
421,18,배곧 Tailor.Button,블로그 리뷰,[Cafe] 배곧 신상카페 에스프레소 바 테일러 버튼 / Tailor.Button,59,5,13,4619,"['추석', '금요일', '퇴근', '동생']"
422,19,배곧 Tailor.Button,블로그 리뷰,[배곧 카페] 시흥 배곧 테일러버튼 갤러리카페 후기,4,3,20,8,[]
423,20,배곧 Tailor.Button,블로그 리뷰,배곧 신도시 카페 테일러버튼 (Tailor Button),22,6,24,1105,[]
424,21,배곧 Tailor.Button,블로그 리뷰,시흥 배곧카페 / 테일러버튼 에스프레소바(메뉴/가격/주차),11,12,28,1044,['오빠']
425,22,배곧 Tailor.Button,블로그 리뷰,"시흥 배곧 카페투어 _ 테일러버튼 Tailor.Button , 카페더피치 , 카페웨이브",99,15,28,4773,[]
426,23,배곧 Tailor.Button,블로그 리뷰,"[시흥 정왕동] 배곧 신상 갤러리카페 테일러버튼, Tailor Button",0,0,18,65,"['메기', '뭐', '연락', '서', '일이', '저', '책', '해서', '다우', '독서', '니깐', '약속', '메기', '만', '되었', '지도', '열심히', '숑', '있나', '태우고', '가서', '버튼', '근', '가는', '이런', '카페', '라고', '하며', '.', '한적한']"
427,24,배곧 Tailor.Button,블로그 리뷰,시흥 배곧 카페 :: 테일러 버튼 Tailor. Button,10,6,28,59,[]
428,25,배곧 Tailor.Button,블로그 리뷰,배곧 테일러버튼 화이트톤 갤러리 카페,5,8,24,173,['안녕하세']
429,26,배곧 Tailor.Button,블로그 리뷰,"하늘연달 아흐레, 흙날",13,11,14,67,[]
430,27,배곧 Tailor.Button,블로그 리뷰,배곧 테일러버튼(Tailor Button) l 갤러리 & 카페 다녀온 후기 ,14,19,19,556,['주말']
431,28,배곧 Tailor.Button,블로그 리뷰,신상 시흥카페 배곧카페 갤러리 카페 테일러버튼,8,6,17,22,[]
432,29,배곧 Tailor.Button,블로그 리뷰,"Oct, 8",18,16,72,297,"['가을', '시작', '첫', '모', '나', '차', '맞았', '줄', '공부', '하다가', '인형', '자고', '아니', '포기', '싶다', '4', '안', '나', '언제', '나', '왜', '됐고', '의', '언능', '목도리', '붕어빵', '먹고', '시렵다', '찡찡대고', '내리면', '멍', '크리스마스', '때', '캐롤', '듣고', '옷', '입고', '완성', '귀엽고', '야', '진짜', '아침', '차려', '재미', '살', '크림', '식빵', '잼', '천국', '살자', '플랫슈즈', '풀린', '걸어', '지은이', '배곧', '정', '네', '새로', '전시회', '공간']"
433,30,배곧 Tailor.Button,블로그 리뷰,시흥 배곧 카페 [Tailor.Button 테일러버튼],4,1,10,18,['대체']
434,31,배곧 Tailor.Button,블로그 리뷰,테일러 버튼 카페 | 시흥 배곧 바닐라빈라떼 맛집,32,16,12,647,[]
435,32,배곧 Tailor.Button,블로그 리뷰,"시흥 배곧 신상카페, Tailor.Button 테일러버튼 ",7,2,23,99,['지난']
436,33,배곧 Tailor.Button,블로그 리뷰,[배곧] Tailor.Button,10,8,15,199,"['평일', '20:00']"
437,34,배곧 Tailor.Button,블로그 리뷰,배곧 조용한 Tailor.Button,4,0,18,46,[]
438,35,배곧 Tailor.Button,블로그 리뷰,"♡배곧 한울공원 근처 스탠딩커피바 에스프레소 전문 스페셜티 카페, 테일러버튼 (Tailor. Button)",33,13,17,3008,[]
439,36,배곧 Tailor.Button,블로그 리뷰,"시흥 배곧 신상 카페 ""Tailor.Button""",2,0,26,35,"['이럴', '기']"
440,37,배곧 Tailor.Button,블로그 리뷰,시흥 배곧 오픈카페 : 테일러버튼,20,3,24,840,[]
441,38,배곧 Tailor.Button,블로그 리뷰,배곧 갤러리 문화공간 카페- 테일러 버튼 (Tailor Button),22,3,24,1843,[]
442,39,배곧 Tailor.Button,블로그 리뷰,"[시흥 배곧동] 갤러리 문화 공간 카페  ""테일러 버튼(Tailor. Button)""",2,2,20,92,['공식']
443,40,배곧 Tailor.Button,블로그 리뷰,9월의 하루들,1,1,32,6,"['9월', '마지막', '되면']"
444,41,배곧 Tailor.Button,블로그 리뷰,[방문PT] 시흥배곧 테일러 버튼 카페 리뷰(내돈내산),16,5,11,2756,"['하핏몬입니', '.']"
445,42,배곧 Tailor.Button,블로그 리뷰,[테일러버튼]_배곧 카페,5,1,6,106,"['접', '지', '안', '사실', '마다']"
446,43,배곧 Tailor.Button,블로그 리뷰,배곧신도시 갤러리 카페 테일러버튼 tailor button ,2,1,22,63,[]
447,44,배곧 Tailor.Button,블로그 리뷰,시흥 카페 : 배곧 신상 카페 테일러버튼 / 갤러리카페 (소문으로 스피커만 1000만원 짜리),4,1,26,1204,[]
448,45,배곧 Tailor.Button,블로그 리뷰,시흥 배곧] 배곧 Tailor button 카페 / 스탠딩커피바 / 이색카페추천,4,8,27,49,['지니']
449,46,배곧 Tailor.Button,블로그 리뷰,둘,4,4,14,27,"['이거슨', '둘째', '9월', '월요일', '9시', '실', '짜릿하다', '밀키스', '해', '수업', '호다닥', '해서', '만', '나갔지만', '무얼', '.', '엽', '이지', '엽', '맞아', '나', '사진', '못', '것', '저런', '학교', '놀러', '학교']"
450,47,배곧 Tailor.Button,블로그 리뷰,배곧 카페 왕추천 테일러 버튼 ,4,1,7,30,[]
451,48,배곧 Tailor.Button,블로그 리뷰,시흥 배곧] 테일러버튼(Tailor button) 배곧신도시 신상 갤러리 카페 ,3,0,20,49,"['지니', '전']"
452,49,배곧 Tailor.Button,블로그 리뷰,Tailor.Button 테일러버튼,4,4,6,27,['투데이']
453,50,배곧 Tailor.Button,블로그 리뷰,미술관 같은 카페 : 시흥 테일러 버튼 Tailor Button.,8,4,13,683,[]
454,51,배곧 Tailor.Button,블로그 리뷰,[배곧카페] 테일러버튼 /배곧에 생긴 갤러리같은 신상 카페 테일러버튼,2,2,13,57,[]
455,52,배곧 Tailor.Button,블로그 리뷰,배곧) 커피맛집 테일러버튼,1,1,3,7,['주']
456,53,배곧 Tailor.Button,블로그 리뷰,배곧 신도시 “Tailor.Button” “테일러버튼”,15,5,20,437,"['진짜', '거의', '앞']"
457,54,배곧 Tailor.Button,블로그 리뷰,"_ 나홀로 카페 / 스탠딩 에스프레소 바, 배곧 갤러리 카페 '테일러버튼'",5,1,13,459,"['자유', '일', '꼭', '가보고']"
458,1,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 맵빠다치킨,18,0,32,1071,[]
460,3,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,기깔나는 배곧신도시 맛집 모음,13,5,25,133,['지난주']
461,4,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 . 딱이야직화두마리치킨ㅣ신메뉴 맵빠다치킨 후기,62,28,22,647,[]
462,5,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,또 가서 먹은 경기도 시흥 맛집 치맥 하기 딱이야!,113,28,22,22610,"['얼마', '지인']"
463,6,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"치맥 각 두마리 24,900원 - 딱이야직화두마리치킨 배곧점",50,39,16,1523,[]
464,7,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,생각나는 시흥 배곧 맛집 모음,18,6,25,171,['지난주']
467,10,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥 배곧신도시 맛집 딱이야직화두마리치킨 메뉴정리,18,4,37,3984,"['바빠서', '거의']"
468,11,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,[배곧 치킨 추천] - 딱이야직화두마리치킨,6,4,29,1403,['밥']
469,12,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"딱이야직화두마리치킨 :: 배곧신도시 맛집, 배곧 치킨 포장 배달",23,9,25,2013,['불타는']
470,13,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"배곧 치킨, 배곧 술집 : 분위기 좋은 시흥 배곧 맛집, 딱이야직화두마리치킨 배곧점",8,1,20,4019,"['블로거', '라니', '주', '주가', '보다']"
472,15,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥맛집/정왕동 : 딱이야직화두마리치킨 맵빠다치킨후기,14,10,14,189,[]
473,16,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"배곧배달맛집, 딱이야직화두마리치킨 배곧점",4,6,29,99,"['주', '꼭', '거', '.', '주', '어김없이', '시켜']"
474,17,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,왕추천하는 배곧배달맛집 딱이야직화두마리치킨 맵빠다,5,7,30,366,[]
475,18,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,가성비 좋은 배곧배달맛집 딱이야 직화두마리치킨 배곧점,11,0,31,1128,"['대식', '우리', '1', '아니', '마리', '요']"
476,19,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,[배곧배달맛집]🍗한마리 가격으로 두마리 득템 ღ딱이야 직화 두마리치킨 배곧점ღ,3,6,22,158,[]
477,20,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 맛난 딱이야직화두마리치킨 배곧점,9,3,20,1606,[]
478,21,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,[경기 시흥시 배곧] 딱이야직화두마리치킨 배곧점 / 배곧배달맛집/ 매콤한 직화양념구이+맵빠다 2마리 치킨 후기/닭발 안부럽다- ,5,6,26,20,[]
479,22,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,딱이야 직화두마리치킨 배곧점) 배달맛집에서 돼지파티,13,8,16,556,"['금요일', '동료', '파티', '퇴근', '만', '기다리다']"
480,23,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧 야식추천맛집 배곧배달맛집 매콤한 치킨 추천 맵빠다치킨에 치맥 :: 딱이야 직화두마리치킨 ,12,4,26,1813,[]
481,24,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,[시흥 배곧배달맛집] 직화구이도 후라이드도 맛있는 딱이야직화두마리치킨 배곧점,7,0,26,3166,"['딱', '마리']"
482,25,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"배곧 치킨배달맛집 "" 딱이야직화두마리치킨  "" 진짜 너무 맛있당 ♥",79,1,13,4978,['오랜']
483,26,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,불금엔 역시 치맥 치콜 :: 딱이야직화두마리치킨 배곧점,5,0,28,732,[]
484,27,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,딱이야 직화 두마리치킨 배곧배달맛집 ,6,0,30,1503,[]
485,28,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥 배곧 배달 맛집 딱이야직화두마리치킨 먹어본 소감,26,32,27,522,"['말복', '어', '말복', '하기엔', '더위', '일찍', '그리', '덥진', '하지만', '지나가기엔', '날', '하면', '닭', '이란', '드는', '여지', '안', '본', '이야', '두', '치킨']"
486,29,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥시 정왕동 배곧 배달 맛집 딱이야 직화두마리치킨 배곧점,14,0,19,2106,[]
487,30,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 신메뉴 맵빠다 딱이야직화두마리치킨,10,1,29,3488,"['딱', '마리', '일', '급', '신랑', '킬러', '동료']"
488,31,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"[배곧배달맛집] 딱이야직화두마리치킨 신메뉴 맵빠다치킨, 직화양념바베큐로 즐기는 치맥",10,2,19,1454,"['딱', '마리', '주말']"
490,33,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 맵빠다 연속이틀 주문함,4,1,35,1364,['릴']
491,34,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"시흥 배곧 맛집, 딱이야직화두마리치킨배곧점 - 배곧 야식 추천 후라이드와 직화바베큐 두마리 치킨 가성비 최고 배곧 인생 맛집💛",193,14,24,2314,"['딱', '마리']"
492,35,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,[배곧배달맛집 ] 딱이야직화두마리치킨 배곧점 : 존맛 매콤빠다갈릭 맵빠다치킨*가성비갑~!!,10,2,42,1911,[]
493,36,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧 배달 맛집 딱이야 직화 두마리 치킨 배곧점,17,6,28,892,[]
494,37,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야 직화두마리 맵빠다 야식으로 딱이야,3,2,19,760,[]
496,39,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧 치킨 배달맛집 딱이야 두마리치킨에서 맵빠다 먹었어요,38,6,25,3518,['뭐']
497,40,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨 맵빠다 끝내주네요,2,0,34,80,"['바삭바삭한', '언제', '꿀맛', '자체']"
498,41,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야 직화두마리치킨 배곧점 우리집 최애치킨 맵빠다치킨,7,2,25,574,[]
499,42,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧 치킨 맛집 [딱이야 직화두마리치킨 배곧점] 후기 ,21,14,21,1278,[]
500,43,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 맛있는 단짠치킨 딱이야직화두마리치킨 배곧점,12,2,25,1689,[]
501,44,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 편하게 시켜먹은 딱이야직화두마리치킨 배곧점,18,2,24,3457,[]
502,45,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 맵빠다 배민맛집 딱이야직화두마리치킨 배곧점,4,3,18,131,['배민']
503,46,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,시흥/배곧 배달맛집 : 딱이야 직화두마리치킨 배곧점,28,17,18,1512,"['딱', '마리']"
504,47,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 치킨배달은 딱이야 직화 두마리치킨 배곧점에서...,8,1,20,2720,[]
505,48,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,"배곧배달맛집 ""가성비 굿"" 딱이야 직화두마리치킨 배곧점 JMT",2,2,20,812,[]
506,49,배곧 딱이야직화두마리치킨 배곧점,블로그 리뷰,배곧배달맛집 딱이야직화두마리치킨,9,6,33,1687,[]
